LogIntensity,ResolutionRange
7.120642,7.87-7.30
5.603172,7.87-7.30
7.278559,7.87-7.30
6.458867,7.87-7.30
0.075916,7.87-7.30
5.642558,7.87-7.30
5.160344,7.87-7.30
4.833458,7.87-7.30
4.134096,7.87-7.30
6.311025,7.87-7.30
4.496296,7.87-7.30
7.605570,7.87-7.30
4.882717,7.87-7.30
3.379118,7.87-7.30
5.447555,7.87-7.30
6.827617,7.87-7.30
2.804316,7.87-7.30
5.165533,7.87-7.30
4.733645,7.87-7.30
6.346835,7.87-7.30
5.904209,7.87-7.30
5.342253,7.87-7.30
2.551033,7.87-7.30
5.995669,7.87-7.30
5.471788,7.87-7.30
2.150154,7.87-7.30
5.165533,7.87-7.30
4.659825,7.87-7.30
4.197047,7.87-7.30
4.035602,7.87-7.30
7.076971,7.87-7.30
5.647997,7.87-7.30
5.613150,7.87-7.30
5.367464,7.87-7.30
5.740491,7.87-7.30
5.507620,7.87-7.30
6.474829,7.87-7.30
3.717073,7.87-7.30
2.981808,7.87-7.30
4.826541,7.87-7.30
2.885457,7.87-7.30
5.167834,7.87-7.30
3.870711,7.87-7.30
4.263062,7.87-7.30
5.746341,7.87-7.30
5.698718,7.87-7.30
4.399550,7.87-7.30
4.603232,7.87-7.30
2.985928,7.87-7.30
5.679556,7.87-7.30
3.424792,7.87-7.30
4.613863,7.87-7.30
5.647997,7.87-7.30
4.961742,7.87-7.30
1.625939,7.87-7.30
3.424792,7.87-7.30
6.703120,7.87-7.30
6.543000,7.87-7.30
2.425177,7.87-7.30
6.458867,7.87-7.30
6.321566,7.87-7.30
4.100051,7.87-7.30
6.233888,7.87-7.30
0.075916,7.87-7.30
4.205765,7.87-7.30
2.150154,7.87-7.30
5.287754,7.87-7.30
7.015040,7.87-7.30
4.833458,7.87-7.30
6.015989,7.87-7.30
7.004905,7.87-7.30
4.304500,7.87-7.30
5.569579,7.87-7.30
6.418756,7.87-7.30
4.365946,7.87-7.30
5.531165,7.87-7.30
4.603300,7.87-7.30
6.472222,7.87-7.30
4.128326,7.87-7.30
4.388527,7.87-7.30
5.004009,7.87-7.30
7.808456,7.87-7.30
6.881887,7.87-7.30
5.665977,7.87-7.30
5.945681,7.87-7.30
3.696802,7.87-7.30
5.342253,7.87-7.30
3.109104,7.87-7.30
6.073721,7.87-7.30
4.190349,7.87-7.30
7.312927,7.87-7.30
5.399521,7.87-7.30
6.472222,7.87-7.30
7.015040,7.87-7.30
4.448997,7.87-7.30
5.441147,7.87-7.30
3.995989,7.87-7.30
4.670684,7.87-7.30
6.457743,7.87-7.30
4.596699,7.87-7.30
3.423023,7.87-7.30
6.464586,7.87-7.30
4.474498,7.87-7.30
2.433748,7.87-7.30
2.316351,7.87-7.30
6.131232,7.87-7.30
1.737094,7.87-7.30
2.212084,7.87-7.30
1.483241,7.87-7.30
6.586449,7.87-7.30
5.983402,7.87-7.30
7.079284,7.87-7.30
4.482830,7.87-7.30
5.648009,7.87-7.30
5.053467,7.87-7.30
4.297233,7.87-7.30
1.737094,7.87-7.30
4.448997,7.87-7.30
4.330371,7.87-7.30
2.433748,7.87-7.30
7.076971,7.87-7.30
3.542578,7.87-7.30
4.869448,7.87-7.30
6.833979,7.87-7.30
0.260151,7.87-7.30
2.153957,7.87-7.30
5.904209,7.87-7.30
5.242803,7.87-7.30
3.717073,7.87-7.30
3.781662,7.87-7.30
1.483241,7.87-7.30
4.496296,7.87-7.30
5.653014,7.87-7.30
2.159955,7.87-7.30
4.885092,7.87-7.30
6.908705,7.87-7.30
6.015989,7.87-7.30
4.670684,7.87-7.30
5.557829,7.87-7.30
3.870800,7.87-7.30
6.304413,7.87-7.30
6.811868,7.87-7.30
6.566648,7.87-7.30
4.729529,7.87-7.30
3.542578,7.87-7.30
5.746341,7.87-7.30
6.698717,7.87-7.30
3.029707,7.87-7.30
6.464586,7.87-7.30
4.977500,7.87-7.30
3.946603,7.87-7.30
3.870711,7.87-7.30
5.441147,7.87-7.30
5.300110,7.87-7.30
5.245351,7.87-7.30
5.371631,7.87-7.30
5.556336,7.87-7.30
5.035929,7.87-7.30
4.527577,7.87-7.30
3.585807,7.87-7.30
5.386458,7.87-7.30
7.250125,7.87-7.30
5.367464,7.87-7.30
3.861824,7.87-7.30
5.041767,7.87-7.30
5.718690,7.87-7.30
2.204454,7.87-7.30
3.003868,7.87-7.30
5.883066,7.87-7.30
4.085859,7.87-7.30
5.287754,7.87-7.30
6.908705,7.87-7.30
5.242803,7.87-7.30
5.245351,7.87-7.30
2.153957,7.87-7.30
2.903186,7.87-7.30
3.409119,7.87-7.30
2.204454,7.87-7.30
6.233888,7.87-7.30
5.532194,7.87-7.30
5.471788,7.87-7.30
7.066781,7.87-7.30
2.444812,7.87-7.30
2.741041,7.87-7.30
2.316351,7.87-7.30
4.800774,7.87-7.30
5.753762,7.87-7.30
4.686543,7.87-7.30
4.392668,7.87-7.30
5.698718,7.87-7.30
5.392762,7.87-7.30
6.715555,7.87-7.30
4.610477,7.87-7.30
4.764980,7.87-7.30
6.782024,7.87-7.30
8.284726,7.87-7.30
3.285954,7.87-7.30
4.876021,7.87-7.30
6.543000,7.87-7.30
3.870800,7.87-7.30
5.679556,7.87-7.30
5.648009,7.87-7.30
4.763688,7.87-7.30
6.082562,7.87-7.30
6.633747,7.87-7.30
4.324824,7.87-7.30
6.901580,7.87-7.30
2.981808,7.87-7.30
1.625939,7.87-7.30
3.990728,7.87-7.30
6.539045,7.87-7.30
6.539045,7.87-7.30
1.964409,7.87-7.30
3.423023,7.87-7.30
4.787038,7.87-7.30
7.312927,7.87-7.30
3.029707,7.87-7.30
6.418756,7.87-7.30
2.425177,7.87-7.30
6.499930,7.87-7.30
5.669793,7.87-7.30
4.189606,7.87-7.30
4.759488,7.87-7.30
5.266254,7.87-7.30
0.260151,7.87-7.30
6.342781,7.87-7.30
6.131232,7.87-7.30
5.424063,7.87-7.30
6.901580,7.87-7.30
5.883066,7.87-7.30
4.832690,7.87-7.30
4.659825,7.87-7.30
5.004009,7.87-7.30
3.624496,7.87-7.30
4.330371,7.87-7.30
4.100051,7.87-7.30
6.881887,7.87-7.30
7.120642,7.87-7.30
2.005779,7.87-7.30
5.386458,7.87-7.30
4.832690,7.87-7.30
2.444812,7.87-7.30
5.152858,7.87-7.30
5.057105,7.87-7.30
4.324824,7.87-7.30
4.759488,7.87-7.30
4.835026,7.87-7.30
4.297233,7.87-7.30
5.318464,7.87-7.30
5.866806,7.87-7.30
3.285954,7.87-7.30
5.556336,7.87-7.30
3.413235,7.87-7.30
2.903186,7.87-7.30
5.371631,7.87-7.30
5.653014,7.87-7.30
4.437845,7.87-7.30
7.066781,7.87-7.30
7.551441,7.87-7.30
4.437845,7.87-7.30
5.619517,7.87-7.30
5.867724,7.87-7.30
5.160683,7.87-7.30
6.633747,7.87-7.30
4.764980,7.87-7.30
6.003244,7.87-7.30
5.619517,7.87-7.30
4.527577,7.87-7.30
7.004905,7.87-7.30
4.961742,7.87-7.30
6.304413,7.87-7.30
4.263062,7.87-7.30
2.159955,7.87-7.30
6.428286,7.87-7.30
4.256194,7.87-7.30
3.278763,7.87-7.30
3.820907,7.87-7.30
5.318464,7.87-7.30
4.869448,7.87-7.30
7.079284,7.87-7.30
5.557829,7.87-7.30
6.346835,7.87-7.30
4.190349,7.87-7.30
3.768598,7.87-7.30
6.439950,7.87-7.30
3.731139,7.87-7.30
3.157805,7.87-7.30
5.983402,7.87-7.30
6.428286,7.87-7.30
6.811868,7.87-7.30
4.457028,7.87-7.30
6.516692,7.87-7.30
5.531165,7.87-7.30
3.820907,7.87-7.30
5.053467,7.87-7.30
5.080167,7.87-7.30
6.516692,7.87-7.30
4.205765,7.87-7.30
5.991484,7.87-7.30
5.160683,7.87-7.30
5.613150,7.87-7.30
4.706906,7.87-7.30
6.392537,7.87-7.30
6.715555,7.87-7.30
3.413235,7.87-7.30
6.194279,7.87-7.30
5.603172,7.87-7.30
6.782024,7.87-7.30
6.073721,7.87-7.30
3.731139,7.87-7.30
6.235407,7.87-7.30
4.256194,7.87-7.30
2.100439,7.87-7.30
5.447974,7.87-7.30
6.297345,7.87-7.30
6.703120,7.87-7.30
4.706906,7.87-7.30
4.474498,7.87-7.30
5.587858,7.87-7.30
5.867724,7.87-7.30
4.449458,7.87-7.30
4.881457,7.87-7.30
4.035602,7.87-7.30
1.909167,7.87-7.30
6.579314,7.87-7.30
7.184902,7.87-7.30
5.281572,7.87-7.30
5.945086,7.87-7.30
6.342781,7.87-7.30
3.624496,7.87-7.30
6.248481,7.87-7.30
5.167834,7.87-7.30
4.017277,7.87-7.30
7.133688,7.87-7.30
5.753762,7.87-7.30
7.780030,7.87-7.30
3.951606,7.87-7.30
4.085859,7.87-7.30
4.603300,7.87-7.30
2.347534,7.87-7.30
4.978789,7.87-7.30
6.499930,7.87-7.30
3.995989,7.87-7.30
3.109104,7.87-7.30
5.577093,7.87-7.30
3.260371,7.87-7.30
3.470538,7.87-7.30
7.278559,7.87-7.30
2.747738,7.87-7.30
6.439950,7.87-7.30
5.234372,7.87-7.30
4.613863,7.87-7.30
4.664208,7.87-7.30
6.003244,7.87-7.30
1.909167,7.87-7.30
3.855921,7.87-7.30
2.747738,7.87-7.30
3.409119,7.87-7.30
6.457743,7.87-7.30
4.800774,7.87-7.30
4.431752,7.87-7.30
7.184902,7.87-7.30
7.551441,7.87-7.30
4.197047,7.87-7.30
5.160344,7.87-7.30
3.379118,7.87-7.30
6.392537,7.87-7.30
4.686543,7.87-7.30
1.805556,7.87-7.30
5.322467,7.87-7.30
5.331769,7.87-7.30
5.262945,7.87-7.30
4.457028,7.87-7.30
4.182255,7.87-7.30
5.262945,7.87-7.30
5.057105,7.87-7.30
6.566648,7.87-7.30
4.449458,7.87-7.30
6.579314,7.87-7.30
2.551033,7.87-7.30
7.250125,7.87-7.30
2.005779,7.87-7.30
1.783847,7.87-7.30
4.876021,7.87-7.30
2.212084,7.87-7.30
4.904310,7.87-7.30
5.331769,7.87-7.30
2.347534,7.87-7.30
4.977500,7.87-7.30
2.548936,7.87-7.30
2.040395,7.87-7.30
6.474829,7.87-7.30
5.507620,7.87-7.30
5.424063,7.87-7.30
3.260371,7.87-7.30
6.827617,7.87-7.30
2.741041,7.87-7.30
3.506930,7.87-7.30
6.297345,7.87-7.30
1.783847,7.87-7.30
4.431752,7.87-7.30
5.569579,7.87-7.30
2.737642,7.87-7.30
1.805556,7.87-7.30
4.763688,7.87-7.30
2.985928,7.87-7.30
4.365946,7.87-7.30
1.964409,7.87-7.30
4.885092,7.87-7.30
4.189606,7.87-7.30
5.322467,7.87-7.30
3.951606,7.87-7.30
5.642558,7.87-7.30
5.740491,7.87-7.30
5.041767,7.87-7.30
4.826541,7.87-7.30
4.905596,7.87-7.30
5.991484,7.87-7.30
3.278763,7.87-7.30
4.181635,7.87-7.30
2.100439,7.87-7.30
5.995669,7.87-7.30
3.470538,7.87-7.30
3.768598,7.87-7.30
6.311025,7.87-7.30
5.152858,7.87-7.30
5.035929,7.87-7.30
3.535918,7.87-7.30
4.882717,7.87-7.30
2.737642,7.87-7.30
5.945681,7.87-7.30
7.808456,7.87-7.30
6.235407,7.87-7.30
2.885457,7.87-7.30
6.248481,7.87-7.30
4.881457,7.87-7.30
7.605570,7.87-7.30
5.281572,7.87-7.30
5.855206,7.87-7.30
4.482830,7.87-7.30
7.133688,7.87-7.30
5.392762,7.87-7.30
5.447555,7.87-7.30
6.510504,7.30-6.83
3.575245,7.30-6.83
3.854894,7.30-6.83
7.577935,7.30-6.83
3.700526,7.30-6.83
3.833357,7.30-6.83
1.357446,7.30-6.83
6.778378,7.30-6.83
4.612353,7.30-6.83
3.240066,7.30-6.83
5.861501,7.30-6.83
2.859941,7.30-6.83
4.696367,7.30-6.83
6.157182,7.30-6.83
3.380398,7.30-6.83
5.143359,7.30-6.83
6.462351,7.30-6.83
4.404584,7.30-6.83
3.320025,7.30-6.83
2.423010,7.30-6.83
3.690111,7.30-6.83
5.868650,7.30-6.83
5.519644,7.30-6.83
4.160776,7.30-6.83
4.278978,7.30-6.83
5.951043,7.30-6.83
5.497865,7.30-6.83
5.195707,7.30-6.83
6.498784,7.30-6.83
5.455976,7.30-6.83
5.815888,7.30-6.83
3.700526,7.30-6.83
3.443196,7.30-6.83
2.261761,7.30-6.83
0.738527,7.30-6.83
5.457568,7.30-6.83
2.322394,7.30-6.83
3.690111,7.30-6.83
6.621800,7.30-6.83
3.443196,7.30-6.83
6.157182,7.30-6.83
4.538829,7.30-6.83
5.931414,7.30-6.83
6.348513,7.30-6.83
7.025684,7.30-6.83
5.782666,7.30-6.83
7.235846,7.30-6.83
6.007177,7.30-6.83
7.411157,7.30-6.83
6.498784,7.30-6.83
3.692085,7.30-6.83
5.590568,7.30-6.83
2.691275,7.30-6.83
0.947642,7.30-6.83
7.635673,7.30-6.83
5.473870,7.30-6.83
4.625764,7.30-6.83
5.111981,7.30-6.83
5.111042,7.30-6.83
3.345609,7.30-6.83
5.579366,7.30-6.83
5.313690,7.30-6.83
3.936293,7.30-6.83
6.714170,7.30-6.83
3.153447,7.30-6.83
4.916566,7.30-6.83
3.640008,7.30-6.83
5.497865,7.30-6.83
2.546776,7.30-6.83
5.487695,7.30-6.83
4.086242,7.30-6.83
2.193945,7.30-6.83
6.714170,7.30-6.83
6.043583,7.30-6.83
6.182532,7.30-6.83
5.168683,7.30-6.83
7.022204,7.30-6.83
5.236439,7.30-6.83
6.492737,7.30-6.83
3.674014,7.30-6.83
4.451882,7.30-6.83
3.398905,7.30-6.83
3.854894,7.30-6.83
5.369886,7.30-6.83
5.824760,7.30-6.83
7.190612,7.30-6.83
4.484374,7.30-6.83
6.317981,7.30-6.83
3.812581,7.30-6.83
3.936293,7.30-6.83
5.029113,7.30-6.83
5.047316,7.30-6.83
6.225752,7.30-6.83
3.517765,7.30-6.83
6.890994,7.30-6.83
5.629041,7.30-6.83
3.315879,7.30-6.83
5.709059,7.30-6.83
5.857004,7.30-6.83
4.705123,7.30-6.83
5.487695,7.30-6.83
6.046226,7.30-6.83
5.959274,7.30-6.83
5.574833,7.30-6.83
3.881783,7.30-6.83
4.300847,7.30-6.83
6.462351,7.30-6.83
4.696367,7.30-6.83
3.899465,7.30-6.83
6.225064,7.30-6.83
2.907544,7.30-6.83
2.501760,7.30-6.83
6.261094,7.30-6.83
5.666319,7.30-6.83
4.705123,7.30-6.83
5.341172,7.30-6.83
4.471007,7.30-6.83
5.111042,7.30-6.83
5.763286,7.30-6.83
6.108471,7.30-6.83
4.912881,7.30-6.83
4.404584,7.30-6.83
5.517352,7.30-6.83
5.955054,7.30-6.83
3.575245,7.30-6.83
5.473870,7.30-6.83
5.587353,7.30-6.83
4.807839,7.30-6.83
6.118922,7.30-6.83
5.067764,7.30-6.83
6.284235,7.30-6.83
2.423010,7.30-6.83
7.184223,7.30-6.83
2.358310,7.30-6.83
6.143208,7.30-6.83
3.315879,7.30-6.83
5.868650,7.30-6.83
6.176835,7.30-6.83
6.238772,7.30-6.83
6.043583,7.30-6.83
4.314586,7.30-6.83
6.621800,7.30-6.83
6.279306,7.30-6.83
6.182532,7.30-6.83
5.483358,7.30-6.83
3.674014,7.30-6.83
5.029113,7.30-6.83
5.709059,7.30-6.83
5.917106,7.30-6.83
3.670735,7.30-6.83
3.969623,7.30-6.83
6.162042,7.30-6.83
4.076144,7.30-6.83
6.846980,7.30-6.83
6.784970,7.30-6.83
4.999779,7.30-6.83
5.265458,7.30-6.83
4.281991,7.30-6.83
7.003842,7.30-6.83
6.124502,7.30-6.83
3.345609,7.30-6.83
0.421979,7.30-6.83
3.969623,7.30-6.83
7.016362,7.30-6.83
4.612353,7.30-6.83
4.086242,7.30-6.83
4.863728,7.30-6.83
4.370820,7.30-6.83
5.341172,7.30-6.83
5.054680,7.30-6.83
7.617190,7.30-6.83
6.050456,7.30-6.83
5.847973,7.30-6.83
3.153447,7.30-6.83
6.531441,7.30-6.83
3.645810,7.30-6.83
5.078335,7.30-6.83
4.160776,7.30-6.83
7.235846,7.30-6.83
5.023319,7.30-6.83
3.356469,7.30-6.83
5.294178,7.30-6.83
4.724901,7.30-6.83
5.023319,7.30-6.83
3.826668,7.30-6.83
6.225064,7.30-6.83
5.857004,7.30-6.83
2.171794,7.30-6.83
5.824760,7.30-6.83
6.363231,7.30-6.83
5.400446,7.30-6.83
2.417560,7.30-6.83
3.947528,7.30-6.83
7.066362,7.30-6.83
4.912881,7.30-6.83
3.786698,7.30-6.83
4.299694,7.30-6.83
5.782959,7.30-6.83
6.363231,7.30-6.83
4.471007,7.30-6.83
4.636993,7.30-6.83
6.641055,7.30-6.83
6.595364,7.30-6.83
6.492737,7.30-6.83
6.048435,7.30-6.83
5.127154,7.30-6.83
6.890994,7.30-6.83
5.236439,7.30-6.83
6.846123,7.30-6.83
6.078371,7.30-6.83
4.275457,7.30-6.83
4.137902,7.30-6.83
6.856914,7.30-6.83
5.457568,7.30-6.83
5.815888,7.30-6.83
6.719393,7.30-6.83
5.836085,7.30-6.83
5.655868,7.30-6.83
3.959576,7.30-6.83
5.955054,7.30-6.83
4.018112,7.30-6.83
2.820866,7.30-6.83
4.636993,7.30-6.83
2.916688,7.30-6.83
3.826668,7.30-6.83
6.719393,7.30-6.83
3.356469,7.30-6.83
5.666319,7.30-6.83
3.486136,7.30-6.83
4.472170,7.30-6.83
3.085231,7.30-6.83
6.641055,7.30-6.83
5.483358,7.30-6.83
7.127799,7.30-6.83
4.625764,7.30-6.83
2.297926,7.30-6.83
5.469453,7.30-6.83
5.313690,7.30-6.83
7.046063,7.30-6.83
3.683543,7.30-6.83
6.078371,7.30-6.83
3.137229,7.30-6.83
5.519644,7.30-6.83
5.917106,7.30-6.83
8.284726,7.30-6.83
5.094992,7.30-6.83
2.297926,7.30-6.83
3.645810,7.30-6.83
2.171794,7.30-6.83
4.760184,7.30-6.83
5.544425,7.30-6.83
1.003509,7.30-6.83
5.856334,7.30-6.83
5.265122,7.30-6.83
6.046226,7.30-6.83
4.278978,7.30-6.83
4.449120,7.30-6.83
5.308514,7.30-6.83
3.692085,7.30-6.83
5.579366,7.30-6.83
5.369886,7.30-6.83
2.261761,7.30-6.83
4.047782,7.30-6.83
6.176835,7.30-6.83
6.784970,7.30-6.83
5.570797,7.30-6.83
3.836923,7.30-6.83
3.812581,7.30-6.83
6.658444,7.30-6.83
6.790574,7.30-6.83
4.314586,7.30-6.83
6.748098,7.30-6.83
3.221885,7.30-6.83
5.671654,7.30-6.83
6.510846,7.30-6.83
5.005421,7.30-6.83
6.846980,7.30-6.83
1.357446,7.30-6.83
3.670735,7.30-6.83
5.782666,7.30-6.83
4.245444,7.30-6.83
4.724901,7.30-6.83
4.643079,7.30-6.83
3.240066,7.30-6.83
5.629041,7.30-6.83
4.916566,7.30-6.83
6.856914,7.30-6.83
2.859941,7.30-6.83
5.345175,7.30-6.83
6.429977,7.30-6.83
6.108471,7.30-6.83
5.308514,7.30-6.83
1.862503,7.30-6.83
4.272742,7.30-6.83
6.846123,7.30-6.83
3.486136,7.30-6.83
3.605255,7.30-6.83
2.200290,7.30-6.83
7.190612,7.30-6.83
7.184223,7.30-6.83
4.688926,7.30-6.83
4.807839,7.30-6.83
4.573851,7.30-6.83
6.143208,7.30-6.83
4.999871,7.30-6.83
2.500384,7.30-6.83
6.348513,7.30-6.83
6.225752,7.30-6.83
3.274146,7.30-6.83
5.400446,7.30-6.83
5.782959,7.30-6.83
7.082942,7.30-6.83
5.265122,7.30-6.83
7.022204,7.30-6.83
5.078335,7.30-6.83
6.510504,7.30-6.83
2.501760,7.30-6.83
2.358310,7.30-6.83
5.067764,7.30-6.83
7.411157,7.30-6.83
5.587353,7.30-6.83
5.959274,7.30-6.83
5.517352,7.30-6.83
3.640008,7.30-6.83
3.221885,7.30-6.83
0.705291,7.30-6.83
5.847973,7.30-6.83
2.417560,7.30-6.83
5.735480,7.30-6.83
1.003509,7.30-6.83
5.931414,7.30-6.83
4.281991,7.30-6.83
4.778173,7.30-6.83
5.856334,7.30-6.83
4.778173,7.30-6.83
5.195707,7.30-6.83
7.466341,7.30-6.83
5.671654,7.30-6.83
5.168683,7.30-6.83
5.657223,7.30-6.83
2.368208,7.30-6.83
0.738527,7.30-6.83
0.421979,7.30-6.83
3.380398,7.30-6.83
6.595364,7.30-6.83
4.554028,7.30-6.83
3.274146,7.30-6.83
6.901940,7.30-6.83
2.907544,7.30-6.83
4.427358,7.30-6.83
5.657223,7.30-6.83
6.429977,7.30-6.83
4.449120,7.30-6.83
4.119187,7.30-6.83
3.947528,7.30-6.83
5.755360,7.30-6.83
4.299694,7.30-6.83
5.718958,7.30-6.83
3.715356,7.30-6.83
6.162042,7.30-6.83
5.544425,7.30-6.83
6.778378,7.30-6.83
5.735480,7.30-6.83
6.806776,7.30-6.83
6.531441,7.30-6.83
5.755360,7.30-6.83
3.480288,7.30-6.83
4.538829,7.30-6.83
5.469453,7.30-6.83
4.076144,7.30-6.83
3.683543,7.30-6.83
7.016362,7.30-6.83
7.025684,7.30-6.83
4.018112,7.30-6.83
5.038215,7.30-6.83
6.124502,7.30-6.83
3.398905,7.30-6.83
5.912057,7.30-6.83
6.510846,7.30-6.83
7.617190,7.30-6.83
5.127154,7.30-6.83
3.085231,7.30-6.83
4.688926,7.30-6.83
4.428797,7.30-6.83
2.347679,7.30-6.83
5.005421,7.30-6.83
4.427358,7.30-6.83
3.715356,7.30-6.83
4.272742,7.30-6.83
5.870695,7.30-6.83
4.573851,7.30-6.83
6.048435,7.30-6.83
4.995855,7.30-6.83
6.748098,7.30-6.83
4.047782,7.30-6.83
7.577935,7.30-6.83
5.345175,7.30-6.83
4.760184,7.30-6.83
2.820866,7.30-6.83
4.428797,7.30-6.83
5.391442,7.30-6.83
7.127799,7.30-6.83
3.539475,7.30-6.83
6.317981,7.30-6.83
4.300847,7.30-6.83
3.252910,7.30-6.83
4.119187,7.30-6.83
5.296622,7.30-6.83
1.433459,7.30-6.83
4.999779,7.30-6.83
7.466341,7.30-6.83
5.643977,7.30-6.83
5.951043,7.30-6.83
3.320025,7.30-6.83
3.137229,7.30-6.83
4.451882,7.30-6.83
5.590568,7.30-6.83
7.082942,7.30-6.83
2.200290,7.30-6.83
-0.377860,7.30-6.83
2.916688,7.30-6.83
3.899465,7.30-6.83
1.862503,7.30-6.83
4.732148,7.30-6.83
6.806776,7.30-6.83
4.562611,7.30-6.83
7.066362,7.30-6.83
6.238772,7.30-6.83
3.605255,7.30-6.83
5.139927,7.30-6.83
3.836923,7.30-6.83
2.368208,7.30-6.83
4.643079,7.30-6.83
4.275457,7.30-6.83
3.957291,7.30-6.83
5.912057,7.30-6.83
5.294178,7.30-6.83
2.322394,7.30-6.83
5.870695,7.30-6.83
5.391442,7.30-6.83
6.279306,7.30-6.83
0.705291,7.30-6.83
6.901940,7.30-6.83
6.348071,7.30-6.83
3.480288,7.30-6.83
4.562611,7.30-6.83
6.118922,7.30-6.83
3.959576,7.30-6.83
5.846174,7.30-6.83
2.193945,7.30-6.83
4.245444,7.30-6.83
7.635673,7.30-6.83
5.574833,7.30-6.83
6.284235,7.30-6.83
5.570797,7.30-6.83
4.370820,7.30-6.83
4.756403,7.30-6.83
5.846174,7.30-6.83
3.252910,7.30-6.83
2.500384,7.30-6.83
5.038215,7.30-6.83
-1.156719,7.30-6.83
4.756403,7.30-6.83
5.718958,7.30-6.83
1.433459,7.30-6.83
6.782042,7.30-6.83
5.047316,7.30-6.83
4.732148,7.30-6.83
5.910873,7.30-6.83
2.593397,7.30-6.83
4.305210,7.30-6.83
3.881783,7.30-6.83
5.265458,7.30-6.83
2.691275,7.30-6.83
4.472170,7.30-6.83
3.833357,7.30-6.83
7.046063,7.30-6.83
5.094992,7.30-6.83
5.655868,7.30-6.83
4.137902,7.30-6.83
5.836085,7.30-6.83
0.947642,7.30-6.83
-0.377860,7.30-6.83
2.593397,7.30-6.83
3.957291,7.30-6.83
4.554028,7.30-6.83
4.863728,7.30-6.83
6.007177,7.30-6.83
5.455976,7.30-6.83
5.910873,7.30-6.83
6.658444,7.30-6.83
4.484374,7.30-6.83
4.999871,7.30-6.83
4.305210,7.30-6.83
2.546776,7.30-6.83
3.602122,7.30-6.83
-1.156719,7.30-6.83
6.782042,7.30-6.83
2.347679,7.30-6.83
7.003842,7.30-6.83
5.763286,7.30-6.83
3.786698,7.30-6.83
5.111981,7.30-6.83
4.995855,7.30-6.83
5.643977,7.30-6.83
5.054680,7.30-6.83
3.602122,7.30-6.83
5.861501,7.30-6.83
6.261094,7.30-6.83
6.348071,7.30-6.83
5.143359,7.30-6.83
5.296622,7.30-6.83
6.050456,7.30-6.83
3.539475,7.30-6.83
6.790574,7.30-6.83
3.517765,7.30-6.83
-0.253535,6.83-6.45
4.516301,6.83-6.45
2.914750,6.83-6.45
3.630831,6.83-6.45
0.501156,6.83-6.45
5.144990,6.83-6.45
4.615435,6.83-6.45
5.612643,6.83-6.45
4.910269,6.83-6.45
4.894596,6.83-6.45
5.992327,6.83-6.45
6.267998,6.83-6.45
4.700184,6.83-6.45
5.030925,6.83-6.45
6.407609,6.83-6.45
5.446924,6.83-6.45
6.535767,6.83-6.45
7.155697,6.83-6.45
7.275616,6.83-6.45
6.212080,6.83-6.45
5.419575,6.83-6.45
2.460773,6.83-6.45
5.621092,6.83-6.45
5.532125,6.83-6.45
3.811294,6.83-6.45
1.998758,6.83-6.45
3.354451,6.83-6.45
4.988175,6.83-6.45
6.571426,6.83-6.45
3.498466,6.83-6.45
4.733613,6.83-6.45
5.516006,6.83-6.45
6.277321,6.83-6.45
5.275239,6.83-6.45
6.963607,6.83-6.45
5.382686,6.83-6.45
4.482142,6.83-6.45
4.836430,6.83-6.45
7.038473,6.83-6.45
4.834044,6.83-6.45
6.863551,6.83-6.45
6.876584,6.83-6.45
-0.253535,6.83-6.45
4.816583,6.83-6.45
1.384563,6.83-6.45
6.095846,6.83-6.45
2.280203,6.83-6.45
4.081090,6.83-6.45
5.169605,6.83-6.45
5.612643,6.83-6.45
7.583603,6.83-6.45
7.187534,6.83-6.45
4.423446,6.83-6.45
7.757716,6.83-6.45
4.590273,6.83-6.45
5.050707,6.83-6.45
4.513901,6.83-6.45
3.274217,6.83-6.45
3.154958,6.83-6.45
3.466757,6.83-6.45
4.361424,6.83-6.45
5.453038,6.83-6.45
6.657582,6.83-6.45
2.496570,6.83-6.45
2.009201,6.83-6.45
6.928819,6.83-6.45
7.158111,6.83-6.45
4.835044,6.83-6.45
4.393300,6.83-6.45
4.756641,6.83-6.45
5.168622,6.83-6.45
0.365417,6.83-6.45
6.888593,6.83-6.45
4.793909,6.83-6.45
4.900103,6.83-6.45
5.050639,6.83-6.45
5.030925,6.83-6.45
4.858048,6.83-6.45
3.504837,6.83-6.45
5.213688,6.83-6.45
3.457264,6.83-6.45
2.373263,6.83-6.45
4.844298,6.83-6.45
6.380884,6.83-6.45
4.370017,6.83-6.45
5.722219,6.83-6.45
5.039037,6.83-6.45
2.815646,6.83-6.45
5.091876,6.83-6.45
2.667650,6.83-6.45
5.701201,6.83-6.45
4.854973,6.83-6.45
2.496570,6.83-6.45
4.770610,6.83-6.45
6.212080,6.83-6.45
4.756641,6.83-6.45
7.214357,6.83-6.45
6.692667,6.83-6.45
0.365417,6.83-6.45
6.491411,6.83-6.45
2.009201,6.83-6.45
3.048495,6.83-6.45
5.957774,6.83-6.45
5.722219,6.83-6.45
3.124676,6.83-6.45
5.070327,6.83-6.45
5.788390,6.83-6.45
6.491411,6.83-6.45
5.336673,6.83-6.45
5.459045,6.83-6.45
2.483640,6.83-6.45
3.656931,6.83-6.45
4.240452,6.83-6.45
5.111414,6.83-6.45
3.504837,6.83-6.45
5.209585,6.83-6.45
